      -0.364       1.434       3.806       8.408      11.062      10.982       6.794      10.267       2.563       6.669       4.515       0.423
       9.625      18.303      34.423      54.673      67.805      81.991      54.925      50.223      40.003      33.470      19.610      12.882
       6.680      14.348      27.446      42.918      43.547      67.651      42.523      41.037      35.974      31.047      14.326      11.519
      12.187      19.768      44.057      74.936      92.859     106.888      82.266      62.238      62.418      40.810      23.862      14.912
      -1.614      -1.382      -0.169      -0.268      -0.976      -0.490      -0.700      -1.038      -1.114      -1.862      -1.952      -0.988
      -1.717      -1.482      -0.328      -0.435      -1.078       0.062      -0.767       0.114      -0.880      -1.928      -1.976      -1.096
       2.335       4.645      14.018      29.596      38.776      42.774      29.384      24.893      15.807      11.141       4.642       2.662
       0.888       2.124       4.094       8.986      13.727      18.524      12.867      15.994       7.832       7.225       1.893       1.253
      -0.749       0.179       1.254       3.588       5.077      10.543       3.311       6.620       2.661       1.532      -0.273      -0.184
      -1.151      -0.823       0.680       3.584       3.325       9.590       6.052       5.278       2.643       2.036      -0.569      -0.482
      -1.069      -0.728       1.483       3.380       4.345       8.909       3.570       5.486       1.971       1.847      -0.606      -0.468
       2.949       8.787      13.450      18.957      22.889      36.146      17.063      24.442      14.121      17.867       8.801       5.461
       2.904       7.516      10.612      16.170      18.266      26.672      16.317      19.694      10.012      12.232       5.468       4.461
       0.614       2.299       3.932       9.348       9.295      18.470      11.367      13.280       5.559       6.454       1.527       1.750
      -0.998      -0.232       2.072       3.124       3.309       8.320       3.954       6.998       2.876       1.123      -0.834      -0.292
      -1.249      -0.626       0.618       2.281       3.476       4.953       1.452       4.224       0.299      -0.173      -1.203      -0.785
      -0.347       0.410       2.667       6.582       8.601      13.251       9.474      13.668       6.254       5.670       0.499      -0.644
       1.201       2.082       3.701      14.737      19.480      27.936      16.264      18.795       9.127       9.725       3.980       2.136
       9.985      18.564      33.596      46.029      50.469      68.736      45.071      44.138      38.610      32.623      18.959      13.108
       2.852       7.304      11.371      16.825      21.106      42.684      24.317      25.540      17.679      16.490       9.760       4.641
       7.445      15.899      27.852      37.928      57.041      62.946      42.914      39.097      33.910      26.867      14.997       7.612
      10.972      19.668      41.758      60.310      65.695      86.380      66.192      48.516      55.785      34.515      21.487      13.351
      11.938      21.721      32.939      54.391      66.840      77.306      52.734      52.962      39.041      33.137      18.566      13.563
      -1.082      -0.543       1.064       2.652       2.226       6.451       1.965       3.861       1.045       0.138      -0.820      -0.713
      -0.933       0.262       2.918       7.853       7.381      14.642      10.327       8.493       4.568       3.278       0.656      -0.494
      13.244      19.128      40.561      65.382      83.961      99.621     112.446      90.644      78.787      37.794      22.834      15.556
       9.344      18.397      30.679      52.139      64.389      77.745      53.806      50.464      37.047      32.780      19.032      13.505
       7.450      13.475      22.719      42.799      53.589      61.512      41.208      37.761      23.837      22.053      11.401       8.558
      10.023      18.605      33.068      52.654      62.670      76.788      52.703      49.557      39.589      32.662      19.823      13.456
      -0.740       1.132       3.277       5.980       9.968      12.605       8.504       9.208       3.186       5.163       0.042       0.026
       0.752       4.196       6.850      14.880      18.959      29.106      18.704      22.545      13.924      12.189       5.713       2.940
       2.160       6.024       8.217      11.795      12.835      20.719      13.277      14.650       8.576      10.698       4.571       3.694
      -0.168      -0.269       2.314       5.235       4.530       8.468       4.778       7.214       1.465       1.744       0.168      -0.069
      -1.077      -0.844       0.487       1.185       1.123       1.942       1.654       1.415       1.095      -0.738      -0.990      -0.558
      12.913      21.036      42.225      66.182      80.845      95.335      67.793      62.530      54.090      39.007      23.984      16.215
      -0.450       1.738       4.402       6.211       9.020      14.784       9.465       9.195       4.900       5.714       0.419      -0.380
       2.811       6.334      11.367      19.440      23.967      34.471      23.198      26.647      18.667      17.034       7.072       3.684
       5.087      11.926      24.561      29.251      43.096      48.003      37.387      40.432      36.453      31.672      15.630       9.263
       8.317      17.569      35.908      50.647      60.326      66.928      63.671      52.847      52.682      34.357      19.815      11.592
      -0.271       0.270       1.908       2.194       4.502       8.344       2.947       6.759       1.067       1.619      -0.257       0.017
      -1.385      -1.154       0.078       0.531      -0.147       0.884       0.719       1.483      -0.217      -1.073      -1.490      -0.626
      -1.340      -1.219       0.185       1.067      -0.234       1.611       2.212       1.718      -0.147      -0.024      -1.546      -0.956
      -1.403      -1.129       0.341       1.700       1.543       6.843       3.354       4.284       0.642      -0.271      -1.639      -1.041
       7.343      15.385      28.104      49.527      63.027      75.158      51.560      48.045      32.955      28.558      14.553      10.301
       9.545      19.157      35.080      56.206      71.403      86.366      59.569      54.448      42.873      34.354      19.843      13.553
       9.499      18.573      33.848      52.630      63.658      75.734      43.749      47.101      36.457      32.887      18.055      12.366
       7.374      16.711      24.314      30.805      30.663      38.736      25.041      27.826      18.946      20.371      12.390      10.720
       3.037       9.388      10.511      14.594      16.814      28.127      16.022      21.456       9.727      14.068       6.342       5.476
       4.337      10.375      19.646      40.301      51.996      59.040      40.088      34.997      20.988      19.123       8.380       5.884
      14.502      21.331      45.507      71.953      87.248     104.486      82.524      71.639      72.105      42.952      26.145      17.069
      14.360      21.381      45.200      71.715      87.959     104.638      79.385      70.681      67.736      42.349      25.832      16.920
       9.543      18.503      36.586      54.874      63.753      81.449      55.091      53.115      45.027      34.259      20.460      13.092
       4.551      10.189      17.136      26.460      29.707      58.952      36.045      41.704      26.790      23.014      13.750       8.146
       6.504      11.993      30.426      42.352      49.976      70.140      58.409      58.560      49.741      31.593      16.944      10.682
       9.827      18.314      37.982      58.667      65.759      70.549      67.569      54.807      67.391      34.822      20.402      13.929
       8.066      15.417      31.748      45.231      53.203      64.374      58.493      37.434      39.534      22.524      15.152      10.271
       1.701       4.231       6.997       9.714      11.495      17.415      11.977      13.793       7.255       8.024       2.988       2.903
      12.404      19.791      40.270      63.449      78.726      94.828      89.090      71.953      66.495      36.996      22.908      15.233
       5.875      11.048      21.639      31.500      39.674      55.208      54.061      45.084      41.833      23.449      13.893       8.602
       1.495       3.358      13.260      13.830      25.407      51.310      57.245      34.168      35.522      19.731      13.171       7.319
       5.563      13.613      22.239      34.990      31.549      34.979      21.212      24.277      16.349      18.902      10.401       8.300
       8.542      19.113      37.062      46.738      51.952      60.268      39.125      38.150      27.901      26.473      17.148      12.007
       9.949      19.153      41.568      54.684      57.172      73.473      51.359      46.101      42.315      34.665      20.650      12.975
      11.613      19.152      39.264      49.651      59.788      82.178      52.017      48.822      48.277      35.615      20.569      12.991
       3.055       6.781      18.389      33.101      42.961      51.326      34.071      32.396      20.142      17.851       7.576       3.755
      -0.544       0.585       2.758       6.461       6.567      13.108       5.971      11.751       3.142       4.999       0.926       0.188
       2.751       6.228       9.080      11.767      15.529      23.902      14.655      17.096       8.741      10.670       5.020       4.094
      -1.054       0.112       1.181       3.017       2.582       6.734       2.453       6.003       0.584       1.366      -0.739      -0.380
      -1.475      -0.659      -0.074       2.122       1.860       5.228       2.274       3.730       0.176      -0.780      -1.201      -0.946
      -0.620      -0.049       1.000       4.591       7.124       8.187       6.855       8.906       3.079       2.647       0.287      -0.361
       9.465      17.376      39.165      60.459      69.652      88.251      61.876      55.253      45.846      32.619      18.611      13.727
      10.438      18.861      34.559      56.093      70.012      80.593      57.351      52.600      39.557      32.998      20.828      14.703
      12.804      21.006      40.581      61.808      75.708      89.999      62.977      59.134      49.591      38.096      23.927      16.274
       8.356      10.555      24.755      33.615      50.735      70.234      28.483      35.685      27.531      25.532      14.130       7.655
      12.440      19.161      32.122      45.232      52.355      61.654      31.741      38.403      38.202      27.857      17.109      14.161
      14.306      22.408      41.614      71.007      97.296      99.518      76.982      54.478      55.612      35.747      21.588      15.879
      -0.397       0.101       0.930       2.136       4.112       6.137       1.923       3.421       0.964      -0.385       0.315      -0.408
       1.626       2.550       4.977       6.444       8.805      13.763       7.363      10.774       5.180       5.288       1.745       1.602
      12.624      17.074      35.252      49.065      58.476      73.088      44.351      43.490      40.691      30.808      18.751      13.941
      10.919      15.166      32.826      49.523      57.425      67.198      34.641      38.569      25.436      22.824      14.148      11.797
      11.050      16.296      34.625      51.405      59.312      68.317      37.900      42.137      36.349      30.819      18.390      13.107
      13.405      18.185      38.904      68.091      86.370      87.435      51.617      42.213      44.955      34.110      20.512      15.075
       0.125       1.831       2.819       6.455       6.833      13.865       5.746       9.521       3.830       3.686       1.504       0.386
      -0.068       1.545       3.116       5.674       6.224      13.856       5.829      10.271       4.041       2.584       1.055       0.081
       2.237       5.287       8.042      10.563      13.573      19.995       9.199      15.969       8.486       8.535       4.200       2.862
       2.102       4.357       6.004       9.119      11.150      15.567       9.649      13.399       5.242       6.923       2.758       2.282
      -0.956      -0.540       0.083       0.769       0.321       3.689       2.039       3.203       0.252      -0.477      -0.709      -0.860
      -1.300      -0.953       0.463       1.410       1.097       3.914       1.369       2.397       0.227      -1.122      -1.417      -1.175
      14.403      20.196      39.533      56.182      63.706      72.914      45.936      47.677      36.628      31.674      19.557      15.269
      -0.093       2.997       5.734       6.235      12.184      15.089       7.174       7.731       4.854       5.448       1.192       0.481
      -0.157       2.315       5.567       8.783      11.914      22.606       7.454      11.780       6.506       5.362       1.643       0.502
       1.415       4.458       7.319      13.737      14.399      26.798      13.527      18.143       9.699       9.963       3.412       1.919
       7.289      10.417      14.662      20.020      21.900      31.538      16.237      25.563      14.692      17.579      10.869       8.770
       0.659       2.224       4.807       5.355       5.981      13.117       6.914       8.464       3.688       4.798       1.213       1.059
      -1.487      -1.046      -0.528       0.310       0.083       1.164       0.811      -0.016      -1.013      -1.499      -2.003      -1.334
      15.479      20.258      40.838      66.569      79.034      84.883      53.066      49.041      46.648      35.637      22.233      17.021
       6.340       9.662      19.571      25.149      28.847      39.574      21.405      24.937      19.257      19.975      11.132       8.238
       4.991       9.957      15.127      28.072      31.357      49.940      29.798      28.584      18.728      15.575      11.861       7.587
      -0.476      -0.072       0.950       1.688       2.342       3.830       1.781       2.624       0.417       0.582       0.055      -0.407
      -1.038      -0.557       0.372       1.438       0.477       3.774       0.727       0.682       0.430      -1.032      -1.545      -0.854
      10.202      12.896      24.325      31.633      36.377      48.613      22.992      35.299      27.525      23.876      15.740      12.036
       0.556       2.134       3.659       4.649       5.086      11.438       6.257       8.605       3.623       3.691       1.099       0.626
      14.035      21.306      40.191      64.050      83.401      92.997      89.856      65.557      58.559      30.829      18.886      14.903
       5.199       7.499      17.202      23.983      31.975      43.188      30.459      28.956      24.072      15.785       8.976       5.504
       0.622       0.575       6.729      10.008      14.014      22.930      10.434      12.352       4.911       5.849       2.142       0.167
      12.896      16.952      33.910      54.109      64.587      77.671      48.555      49.622      38.191      31.791      19.354      14.657
      -1.164      -0.661       0.817       2.455       1.031       6.233       4.872       5.191       0.371      -0.774      -0.165      -0.625
       8.330      11.962      19.147      28.165      33.351      40.781      20.821      27.211      18.462      19.112      10.957       8.665
       7.284      12.624      26.061      39.214      43.850      53.017      27.415      30.698      23.456      22.651       8.216       8.838
      11.267      15.959      35.898      51.723      56.329      63.775      34.292      38.717      30.082      27.009      15.162      12.237
      11.866      16.887      38.005      60.307      63.741      64.789      33.908      36.283      32.840      28.154      16.578      12.871
       0.739       4.590       9.973      11.699      16.350      27.766      11.191      16.958       8.172       9.486       4.918       0.759
       2.786       7.388      16.823      25.928      28.055      38.939      19.831      23.935      14.103      16.233       8.546       6.680
       9.420      13.783      29.812      46.682      57.001      71.148      34.629      30.081      16.479      16.306       9.366       8.686
      12.069      15.711      27.116      44.430      70.250      69.629      45.421      46.503      38.053      31.191      18.271      14.147
      14.175      21.155      40.680      70.243      82.464      89.618      53.411      46.705      51.927      35.824      21.588      15.836
      11.935      18.307      37.631      58.817      66.907      63.728      43.357      37.026      37.905      26.828      16.611      12.911
      11.365      17.876      36.990      59.476      67.515      63.842      41.642      33.424      37.933      24.890      15.569      12.121
      11.467      17.050      35.616      51.015      60.629      63.518      37.790      34.386      38.522      25.777      16.220      12.468
       9.768      14.728      22.691      43.194      51.705      52.934      32.236      37.732      27.980      17.373      14.279      10.747
       8.446      13.181      26.097      44.878      51.859      62.558      38.883      39.570      27.354      25.082      14.375      10.106
       1.438       1.879       4.594       5.961       3.660      11.079       2.455       6.901       2.585       4.680       1.576       0.204
      13.911      21.852      42.143      68.579      84.512      95.348      69.019      46.144      54.445      31.703      19.991      15.005
      12.508      14.904      31.186      50.077      58.666      69.755      40.043      43.523      30.647      31.115      17.086      13.069
      10.624      16.721      23.662      33.386      43.216      45.378      28.479      27.588      18.281      20.631      10.335      11.949
       0.690       2.186       3.263       4.939       6.706      13.912       7.893      10.029       3.102       3.889       1.860       0.682
      -0.308       1.030       2.020       3.289       5.118      11.886       6.961       9.289       2.819       2.811      -0.091      -0.166
      10.111      14.695      32.008      49.451      56.543      67.082      38.577      39.356      29.030      25.799      14.215      11.019
       6.613      10.279      23.917      33.800      41.956      51.358      27.020      27.978      21.973      21.577      10.840       7.850
       5.484       9.011      22.990      32.442      29.459      46.086      22.840      22.871      22.729      27.040      15.333       9.236
       3.917       7.968      25.881      37.142      47.425      60.792      45.950      38.521      42.463      26.346       9.352       8.740
      13.512      21.462      41.240      69.833      82.795      85.419      64.571      54.131      53.585      32.105      19.961      15.048
      13.847      22.045      42.189      73.657      94.154     106.428     100.341      73.708      64.169      32.218      19.895      15.232
       0.523       3.828      10.181      13.113      14.838      35.022      12.742      19.646      10.212      14.248       4.732       1.743
      14.786      21.929      42.075      66.211      80.216      89.291      63.845      56.255      54.613      35.255      21.221      16.264
      11.221      16.113      30.739      46.837      58.318      69.218      57.180      45.163      42.450      25.949      15.696      11.810
       6.927       7.280      14.840      22.466      23.937      36.230      16.553      23.534      11.808      14.826       9.698       6.053
       4.166       6.514      17.042      24.692      23.970      39.479      26.210      23.956      26.014      16.811      10.697       4.650
       3.506       6.995       9.147      12.658      13.644      23.229       8.522      16.639       7.793      13.327       6.600       3.204
       7.537      10.993      20.100      22.183      25.619      37.008      18.096      23.532      11.855      14.455      10.187       6.797
       9.283      13.772      25.527      45.144      55.726      66.459      41.197      42.827      27.939      24.662      13.666      10.318
       0.019       1.653       2.356       5.045       5.585      19.876       7.248      12.943       2.674       4.217       1.782       0.443
      -0.504       0.953       2.195       6.140       5.821      14.094       6.443      12.291       1.882       1.955       0.055      -0.227
      -0.652       1.102       2.842       7.296       6.846      15.127       6.613      11.284       3.365       3.060       1.955      -0.406
      -1.281      -0.602       1.159       2.971       2.108       5.289       3.364       2.735       0.642      -0.112      -1.261      -0.943
       3.229       5.365      18.316      33.218      46.696      54.405      32.470      31.855      17.876      12.587       6.811       2.810
      -0.288       1.206       2.350       4.296       3.403      13.831       4.867       9.053       4.203       2.220       1.100       0.329
      -0.389       0.013       1.713       4.282       4.194       9.153       5.246       7.299       2.341       1.976      -0.482      -0.789
      -0.446      -0.140       0.706       3.875       6.559      14.793       4.065       9.588       2.083       1.382      -0.539      -0.973
       0.369       0.512       1.872       7.271       8.296      18.468       7.498      13.517       7.781       4.653       1.662       0.161
       0.618       4.033      10.426      14.616      13.377      31.186      14.604      13.232      13.104      10.492       3.303       1.473
       3.737       4.374      14.239      23.954      30.904      46.517      18.438      27.959      16.241      21.413      11.515       5.595
      11.507      16.361      30.456      45.760      54.798      63.349      54.726      44.403      37.259      24.866      14.980      12.159
       9.742      13.785      27.545      45.659      55.814      62.562      33.060      36.971      25.410      24.566      13.949      10.710
      -1.379      -1.016       0.037       0.640      -0.436       1.513      -0.078      -0.949      -0.515      -1.391      -1.667      -1.197
       0.268       2.241       4.599      11.315      10.895      16.949      11.136      14.878       5.010       5.652       4.461       0.819
       0.328       3.694       7.717      20.247      21.262      40.614      22.148      19.971      18.286      14.069       6.454       2.100
       9.671      13.313      26.550      36.505      32.685      46.036      22.143      28.922      19.745      21.386      12.976       9.978
      12.503      16.680      35.392      53.231      59.084      68.685      43.309      43.110      31.741      30.033      17.260      13.025
      15.381      19.822      40.606      64.311      72.189      81.396      49.707      52.130      42.714      34.190      21.000      16.529
      15.923      23.401      43.185      73.172      87.376      92.611      62.203      60.969      55.781      38.952      23.614      18.132
      13.810      18.158      36.946      55.833      64.778      78.827      48.028      48.948      40.638      32.069      19.640      15.211
       0.621       0.900       1.986       2.601       2.513       4.948       2.359       3.405       1.713       1.377       0.665       0.587
      -0.462       0.196       1.076       1.863       2.729       5.503       1.933       3.539       0.953       0.736      -0.667      -0.520
      -0.934      -0.358       1.651       2.101       2.376       7.614       2.346       3.752       1.441       0.462      -0.279      -0.671
      -0.809      -0.867       2.873       3.996       1.890       6.567       1.221       5.721       1.868       1.251       0.001      -1.082
      15.909      24.151      45.069      73.159      89.126      97.095      76.378      66.822      59.312      38.914      23.362      18.039
       0.566       1.732       7.577      11.764      15.135      26.251      13.723      15.738       7.697       8.108       2.543       0.749
      -0.637       0.073       2.905       3.423       4.978      11.301       4.603       8.867       1.574       2.156       0.050      -0.549
       3.480       9.339      11.346      21.933      28.007      43.875      18.705      25.034      18.959      21.110       9.827       7.123
      -1.245      -0.922      -0.213       0.455      -0.159       0.476      -0.358      -0.594      -0.351      -1.458      -1.775      -1.081
      -1.346      -1.046      -0.386       0.629       0.141       0.922       1.018      -0.540      -0.342      -1.351      -1.910      -1.242
      -1.417      -1.048       0.145       1.197      -0.604       1.730       0.670       0.823      -0.738      -1.134      -1.843      -1.309
      -1.219      -1.102       0.397       2.054       1.632       6.006       1.922       4.014       0.237       0.005      -1.236      -1.330
      -0.950      -0.559       4.061       7.406       8.379      18.812      10.899       9.198       3.060       1.607      -1.085      -1.014
       1.576       2.158      10.872      15.689      15.561      32.000       9.624      18.858      12.343      17.248       8.401       4.543
       6.770      10.323      18.936      27.827      33.602      45.805      24.066      28.347      17.372      19.660      11.245       4.214
